PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
MN,2700003,Southwest Minnesota nonmetropolitan area,17-2112,Industrial Engineers,detailed,370,4.9,2.994,1.55,40.61,"84,470",5.3,26.57,32.26,38.49,48.60,59.24,"55,260","67,100","80,060","101,080","123,230",,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-2141,Mechanical Engineers,detailed,390,17.2,3.205,1.53,42.06,"87,490",7.6,26.89,32.11,36.94,47.04,62.67,"55,930","66,790","76,840","97,850","130,360",,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-2199,"Engineers, All Other",detailed,50,33.3,0.435,0.44,39.68,"82,540",10.5,21.28,27.16,39.04,52.90,60.08,"44,270","56,490","81,210","110,030","124,960",,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-3011,Architectural and Civil Drafters,detailed,40,22.4,0.303,0.45,22.56,"46,910",3.2,15.87,19.66,22.46,26.34,30.23,"33,010","40,890","46,720","54,780","62,870",,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-3013,Mechanical Drafters,detailed,120,13.5,0.982,2.53,26.07,"54,230",3.8,17.51,20.67,25.93,30.35,35.97,"36,420","42,990","53,940","63,120","74,810",,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-3019,"Drafters, All Other",detailed,60,43.8,0.522,5.18,21.50,"44,720",7.0,16.04,17.32,19.48,24.39,30.53,"33,360","36,030","40,520","50,730","63,500",,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-3022,Civil Engineering Technicians,detailed,60,9.3,0.502,1.02,28.73,"59,760",2.4,20.59,25.63,30.12,30.13,35.61,"42,830","53,310","62,650","62,670","74,070",,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-3023,Electrical and Electronics Engineering Technicians,detailed,120,11.5,0.997,1.14,26.32,"54,760",4.4,15.59,20.33,27.25,32.02,36.44,"32,420","42,290","56,680","66,600","75,780",,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-3025,Environmental Engineering Technicians,detailed,**,**,**,**,24.86,"51,700",10.7,19.76,20.84,22.63,25.18,36.85,"41,100","43,340","47,070","52,380","76,660",,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-3026,Industrial Engineering Technicians,detailed,180,14.5,1.495,3.25,24.23,"50,400",2.1,18.18,20.66,23.37,27.60,31.37,"37,810","42,970","48,620","57,400","65,250",,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-3027,Mechanical Engineering Technicians,detailed,60,6.8,0.462,1.61,*,*,*,*,*,*,*,*,*,*,*,*,*,,
MN,2700003,Southwest Minnesota nonmetropolitan area,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,60,14.1,0.454,0.79,28.16,"58,570",3.3,21.31,24.06,27.44,30.20,34.83,"44,320","50,050","57,070","62,820","72,450",,
MN,2700003,Southwest Minnesota nonmetropolitan area,19-0000,"Life, Physical, and Social Science Occupations",major,760,7.8,6.159,0.76,30.74,"63,940",4.2,16.71,21.19,28.14,35.77,44.69,"34,750","44,070","58,530","74,400","92,950",,
MN,2700003,Southwest Minnesota nonmetropolitan area,19-1012,Food Scientists and Technologists,detailed,30,45.0,0.280,3.04,31.28,"65,060",3.3,25.27,27.35,30.77,35.72,38.97,"52,550","56,880","63,990","74,300","81,050",,
MN,2700003,Southwest Minnesota nonmetropolitan area,19-1013,Soil and Plant Scientists,detailed,80,32.3,0.679,6.54,36.00,"74,880",3.3,23.79,27.89,34.30,43.31,54.32,"49,480","58,000","71,340","90,080","112,980",,
MN,2700003,Southwest Minnesota nonmetropolitan area,19-1023,Zoologists and Wildlife Biologists,detailed,50,0.0,0.374,3.03,29.59,"61,540",1.4,22.31,24.33,30.44,33.65,38.99,"46,400","50,600","63,320","69,990","81,100",,
MN,2700003,Southwest Minnesota nonmetropolitan area,19-1031,Conservation Scientists,detailed,30,2.6,0.258,1.69,32.31,"67,210",1.6,19.89,25.14,34.33,38.26,43.51,"41,360","52,290","71,410","79,590","90,500",,
MN,2700003,Southwest Minnesota nonmetropolitan area,19-2031,Chemists,detailed,60,30.8,0.523,0.90,33.94,"70,590",8.5,18.69,23.64,32.69,42.62,53.87,"38,870","49,160","67,990","88,660","112,050",,
MN,2700003,Southwest Minnesota nonmetropolitan area,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,40,48.6,0.292,0.52,30.05,"62,510",2.0,23.10,26.19,29.82,32.97,37.70,"48,040","54,470","62,020","68,570","78,420",,
MN,2700003,Southwest Minnesota nonmetropolitan area,19-3031,"Clinical, Counseling, and School Psychologists",detailed,110,29.4,0.914,1.20,42.53,"88,460",14.2,19.58,25.59,30.53,41.66,77.28,"40,730","53,230","63,500","86,660","160,740",,
MN,2700003,Southwest Minnesota nonmetropolitan area,19-4011,Agricultural and Food Science Technicians,detailed,80,10.0,0.629,4.28,20.71,"43,080",4.6,14.40,16.85,20.51,24.51,28.56,"29,940","35,040","42,660","50,990","59,410",,
MN,2700003,Southwest Minnesota nonmetropolitan area,19-4031,Chemical Technicians,detailed,100,17.6,0.778,1.72,19.66,"40,890",7.0,13.11,15.23,18.12,23.42,29.17,"27,260","31,670","37,690","48,720","60,680",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-0000,Community and Social Service Occupations,major,"2,260",9.5,18.338,1.22,21.31,"44,330",2.6,12.16,15.80,20.18,25.50,32.19,"25,300","32,860","41,980","53,050","66,960",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,180,28.9,1.439,0.73,28.82,"59,950",4.7,18.82,21.58,26.08,35.37,44.44,"39,140","44,880","54,250","73,560","92,440",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-1015,Rehabilitation Counselors,detailed,220,16.8,1.813,2.46,18.95,"39,410",6.2,11.81,13.61,17.24,23.49,29.72,"24,550","28,310","35,850","48,850","61,820",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,220,14.8,1.803,0.97,24.86,"51,700",2.1,19.11,21.02,23.63,28.25,33.56,"39,750","43,730","49,140","58,770","69,800",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-1021,"Child, Family, and School Social Workers",detailed,290,18.5,2.345,1.06,22.19,"46,150",4.8,15.15,17.17,21.35,26.95,31.32,"31,520","35,710","44,410","56,070","65,140",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-1022,Healthcare Social Workers,detailed,180,27.9,1.472,1.27,24.86,"51,700",1.8,17.22,19.88,24.72,28.80,33.36,"35,820","41,350","51,410","59,910","69,390",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-1023,Mental Health and Substance Abuse Social Workers,detailed,40,32.8,0.309,0.38,27.22,"56,610",4.4,20.13,21.88,25.14,31.96,37.84,"41,860","45,510","52,300","66,480","78,700",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-1029,"Social Workers, All Other",detailed,**,**,**,**,25.11,"52,240",4.6,16.03,17.73,25.35,30.90,36.56,"33,330","36,870","52,720","64,260","76,050",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-1091,Health Educators,detailed,**,**,**,**,27.18,"56,530",8.1,18.75,21.95,26.58,32.22,37.37,"38,990","45,650","55,280","67,030","77,740",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-1093,Social and Human Service Assistants,detailed,720,18.3,5.814,2.15,16.30,"33,910",2.5,10.74,12.31,15.97,19.20,22.46,"22,340","25,600","33,220","39,940","46,710",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-1099,"Community and Social Service Specialists, All Other",detailed,160,13.9,1.292,1.91,23.02,"47,890",3.1,15.15,17.78,20.87,28.87,33.92,"31,510","36,980","43,410","60,050","70,550",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-2011,Clergy,detailed,50,40.8,0.415,1.18,20.21,"42,040",5.3,13.70,16.05,20.34,23.12,27.80,"28,500","33,380","42,300","48,100","57,820",,
MN,2700003,Southwest Minnesota nonmetropolitan area,21-2021,"Directors, Religious Activities and Education",detailed,40,37.8,0.295,1.97,18.83,"39,160",15.3,9.90,12.62,15.22,24.54,32.93,"20,590","26,250","31,650","51,050","68,490",,
MN,2700003,Southwest Minnesota nonmetropolitan area,23-0000,Legal Occupations,major,320,14.3,2.590,0.33,35.88,"74,640",5.0,19.99,25.05,32.82,44.57,54.70,"41,590","52,100","68,270","92,710","113,770",,
MN,2700003,Southwest Minnesota nonmetropolitan area,23-1011,Lawyers,detailed,160,12.8,1.317,0.30,37.48,"77,960",6.2,21.63,30.50,37.05,45.55,52.49,"44,990","63,440","77,060","94,750","109,180",,
MN,2700003,Southwest Minnesota nonmetropolitan area,23-2011,Paralegals and Legal Assistants,detailed,50,44.6,0.392,0.18,20.58,"42,800",6.5,15.82,17.10,19.73,23.89,27.35,"32,900","35,570","41,030","49,700","56,890",,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-0000,"Education, Training, and Library Occupations",major,"8,400",4.1,68.236,1.12,21.38,"44,470",2.3,11.96,15.15,20.02,26.79,31.74,"24,880","31,500","41,640","55,730","66,030",,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,50,43.1,0.388,0.82,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2011,"Preschool Teachers, Except Special Education",detailed,410,17.1,3.357,1.14,16.60,"34,540",3.4,10.08,12.19,16.26,18.83,25.19,"20,970","25,350","33,820","39,170","52,400",,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2012,"Kindergarten Teachers, Except Special Education",detailed,170,17.8,1.376,1.52,*,"49,210",4.4,*,*,*,*,*,"35,210","41,150","48,430","57,660","65,190",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,470",6.5,11.938,1.22,*,"51,560",2.1,*,*,*,*,*,"36,030","42,410","50,130","59,660","68,440",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,750,16.9,6.065,1.44,*,"48,380",2.3,*,*,*,*,*,"33,860","38,230","46,920","57,280","64,810",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"1,150",20.2,9.334,1.28,*,"53,920",2.7,*,*,*,*,*,"36,970","43,570","52,700","62,220","73,850",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,120,34.0,0.949,1.77,*,"57,730",4.2,*,*,*,*,*,"40,640","45,300","54,270","65,040","76,950",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2051,"Special Education Teachers, Preschool",detailed,100,26.1,0.845,5.21,*,"54,760",4.7,*,*,*,*,*,"34,730","44,460","54,510","67,480","75,590",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,210,7.7,1.699,1.33,*,"51,950",3.1,*,*,*,*,*,"34,530","42,060","50,840","62,040","72,650",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2053,"Special Education Teachers, Middle School",detailed,80,37.3,0.627,1.03,*,"55,450",4.5,*,*,*,*,*,"42,810","47,080","54,010","62,120","73,710",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2054,"Special Education Teachers, Secondary School",detailed,210,25.1,1.731,1.76,*,"50,620",2.9,*,*,*,*,*,"34,530","41,490","50,490","59,920","67,290",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-2059,"Special Education Teachers, All Other",detailed,**,**,**,**,*,"62,810",6.6,*,*,*,*,*,"38,180","54,880","62,730","74,180","81,740",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,40,33.3,0.327,0.82,25.65,"53,360",6.4,20.26,22.19,25.51,28.80,31.16,"42,150","46,150","53,070","59,900","64,810",,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-3021,Self-Enrichment Education Teachers,detailed,90,34.1,0.768,0.46,16.86,"35,070",8.4,10.42,11.54,16.36,19.35,25.25,"21,670","24,010","34,030","40,240","52,520",,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,50,30.5,0.417,0.19,*,"41,280",6.7,*,*,*,*,*,"24,030","31,960","38,160","47,360","69,040",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-3098,Substitute Teachers,detailed,310,27.0,2.479,0.61,16.94,"35,230",7.7,10.91,13.83,16.26,18.24,26.76,"22,680","28,760","33,820","37,950","55,670",,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-4021,Librarians,detailed,40,19.4,0.301,0.35,23.96,"49,830",2.3,19.62,21.07,23.44,26.76,29.63,"40,810","43,820","48,760","55,660","61,640",,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-4031,Library Technicians,detailed,80,30.2,0.660,1.08,15.94,"33,160",8.6,10.06,11.48,15.79,20.29,23.04,"20,930","23,870","32,840","42,200","47,920",,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,30,17.9,0.256,3.88,22.47,"46,730",8.4,15.44,18.38,21.87,24.91,34.00,"32,110","38,230","45,500","51,810","70,730",,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-9031,Instructional Coordinators,detailed,130,31.0,1.090,0.96,27.35,"56,880",5.8,16.65,22.76,27.88,31.33,37.39,"34,630","47,350","57,990","65,170","77,780",,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-9041,Teacher Assistants,detailed,"2,340",3.5,19.034,2.07,*,"29,080",1.9,*,*,*,*,*,"21,700","24,790","28,670","33,440","37,720",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,25-9099,"Education, Training, and Library Workers, All Other",detailed,50,19.8,0.386,0.52,28.38,"59,020",9.8,15.25,18.70,27.31,34.12,45.37,"31,720","38,900","56,810","70,970","94,380",,
MN,2700003,Southwest Minnesota nonmetropolitan area,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,800,8.5,6.509,0.48,19.30,"40,130",2.7,10.55,13.42,17.81,24.24,29.47,"21,940","27,910","37,040","50,420","61,300",,
MN,2700003,Southwest Minnesota nonmetropolitan area,27-1023,Floral Designers,detailed,80,30.2,0.653,2.18,12.87,"26,770",5.7,10.33,11.07,12.20,14.39,16.93,"21,490","23,020","25,370","29,920","35,210",,
MN,2700003,Southwest Minnesota nonmetropolitan area,27-1024,Graphic Designers,detailed,170,15.5,1.392,0.93,19.11,"39,740",3.3,11.71,15.38,17.88,23.27,28.52,"24,370","31,990","37,200","48,410","59,310",,
MN,2700003,Southwest Minnesota nonmetropolitan area,27-2022,Coaches and Scouts,detailed,70,11.3,0.588,0.36,*,"38,960",11.1,*,*,*,*,*,"20,550","24,280","37,400","53,330","59,710",TRUE,
MN,2700003,Southwest Minnesota nonmetropolitan area,27-3011,Radio and Television Announcers,detailed,80,10.6,0.614,3.20,12.36,"25,720",3.9,9.71,9.88,12.58,14.11,15.10,"20,210","20,550","26,160","29,340","31,410",,
MN,2700003,Southwest Minnesota nonmetropolitan area,27-3022,Reporters and Correspondents,detailed,40,37.2,0.362,1.41,*,*,*,*,*,*,*,*,*,*,*,*,*,,
MN,2700003,Southwest Minnesota nonmetropolitan area,27-3031,Public Relations Specialists,detailed,100,36.8,0.791,0.48,23.53,"48,940",3.8,16.19,17.50,20.44,28.95,34.09,"33,670","36,400","42,510","60,210","70,910",,
MN,2700003,Southwest Minnesota nonmetropolitan area,27-3041,Editors,detailed,50,26.8,0.414,0.63,22.34,"46,470",5.6,14.97,19.09,21.56,24.12,30.84,"31,130","39,710","44,840","50,170","64,140",,
MN,2700003,Southwest Minnesota nonmetropolitan area,27-3042,Technical Writers,detailed,30,14.0,0.269,0.77,24.96,"51,920",4.8,16.94,20.24,25.53,29.24,32.86,"35,230","42,100","53,110","60,820","68,350",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-0000,Healthcare Practitioners and Technical Occupations,major,"8,100",4.7,65.825,1.10,35.45,"73,740",4.9,15.62,20.35,27.95,37.87,58.27,"32,490","42,320","58,140","78,770","121,190",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1011,Chiropractors,detailed,60,42.3,0.509,2.12,35.57,"73,990",7.5,26.24,28.15,31.46,40.52,53.28,"54,570","58,560","65,440","84,290","110,830",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1021,"Dentists, General",detailed,**,**,**,**,137.03,"285,010",22.3,91.47,#,#,#,#,"190,260",#,#,#,#,,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1031,Dietitians and Nutritionists,detailed,40,25.0,0.346,0.77,24.91,"51,800",12.4,10.63,11.74,27.56,34.06,37.93,"22,100","24,430","57,330","70,840","78,900",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1051,Pharmacists,detailed,200,23.6,1.659,0.78,57.34,"119,260",8.1,28.33,50.67,62.57,72.15,77.69,"58,930","105,390","130,140","150,080","161,600",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1062,Family and General Practitioners,detailed,190,32.7,1.553,1.97,109.33,"227,410",7.4,73.76,86.87,98.80,#,#,"153,410","180,690","205,510",#,#,,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1065,"Pediatricians, General",detailed,**,**,**,**,110.39,"229,620",8.6,72.43,86.96,#,#,#,"150,640","180,880",#,#,#,,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1069,"Physicians and Surgeons, All Other",detailed,**,**,**,**,131.98,"274,510",13.5,62.36,#,#,#,#,"129,720",#,#,#,#,,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1071,Physician Assistants,detailed,80,26.4,0.633,0.80,57.06,"118,690",4.3,42.10,46.43,55.10,64.91,74.91,"87,570","96,580","114,610","135,010","155,810",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1122,Occupational Therapists,detailed,110,26.4,0.926,1.06,34.84,"72,460",1.6,27.18,31.02,34.75,38.33,44.22,"56,520","64,520","72,280","79,720","91,970",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1123,Physical Therapists,detailed,200,31.4,1.620,1.03,39.69,"82,550",1.5,30.79,34.61,40.23,45.39,48.49,"64,030","71,980","83,670","94,410","100,860",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1126,Respiratory Therapists,detailed,30,17.6,0.282,0.31,32.26,"67,100",2.2,25.93,28.58,32.39,36.17,38.44,"53,930","59,440","67,360","75,240","79,960",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1127,Speech-Language Pathologists,detailed,140,19.5,1.174,1.16,28.73,"59,750",2.2,22.63,25.54,28.03,30.59,37.39,"47,070","53,110","58,300","63,630","77,780",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1131,Veterinarians,detailed,80,23.5,0.636,1.29,41.76,"86,870",7.5,27.46,31.30,42.19,50.76,58.41,"57,110","65,110","87,750","105,580","121,490",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1141,Registered Nurses,detailed,"2,660",5.7,21.639,1.06,31.90,"66,360",2.5,22.21,26.19,30.94,37.43,43.97,"46,190","54,480","64,340","77,850","91,460",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1151,Nurse Anesthetists,detailed,40,39.0,0.357,1.19,81.00,"168,470",7.3,42.32,47.22,87.44,97.41,#,"88,030","98,210","181,880","202,620",#,,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-1171,Nurse Practitioners,detailed,150,31.7,1.252,1.01,55.59,"115,620",5.0,40.50,44.59,53.72,61.40,73.24,"84,240","92,760","111,730","127,720","152,330",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2010,Clinical Laboratory Technologists and Technicians,detailed,270,19.0,2.229,1.00,25.37,"52,770",2.3,18.41,20.93,24.26,29.81,35.50,"38,290","43,540","50,450","62,000","73,830",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2021,Dental Hygienists,detailed,170,9.5,1.343,0.90,34.60,"71,970",3.8,30.40,32.18,34.70,37.22,39.03,"63,230","66,920","72,170","77,420","81,170",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2032,Diagnostic Medical Sonographers,detailed,**,**,**,**,37.10,"77,170",3.0,26.45,31.40,37.74,44.08,47.98,"55,020","65,300","78,490","91,680","99,790",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2034,Radiologic Technologists,detailed,250,40.4,2.002,1.41,29.19,"60,720",1.8,21.50,25.56,28.90,33.39,37.73,"44,710","53,160","60,120","69,460","78,480",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2041,Emergency Medical Technicians and Paramedics,detailed,750,28.0,6.081,3.42,15.83,"32,920",4.3,9.88,12.65,14.98,18.11,23.17,"20,540","26,310","31,150","37,680","48,200",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2052,Pharmacy Technicians,detailed,320,29.1,2.640,0.91,15.76,"32,770",2.8,11.89,13.39,15.46,18.09,20.48,"24,720","27,850","32,160","37,630","42,610",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2055,Surgical Technologists,detailed,60,9.4,0.527,0.69,24.00,"49,920",2.5,17.11,20.23,24.01,28.11,30.68,"35,590","42,090","49,940","58,470","63,800",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2056,Veterinary Technologists and Technicians,detailed,150,33.5,1.249,1.69,22.10,"45,970",10.7,13.73,16.80,23.48,27.92,29.99,"28,550","34,950","48,840","58,070","62,380",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"1,110",19.6,9.036,1.86,20.79,"43,240",1.3,16.29,18.10,20.77,23.39,26.01,"33,880","37,640","43,200","48,660","54,100",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2071,Medical Records and Health Information Technicians,detailed,160,19.7,1.285,0.89,21.25,"44,200",1.7,15.67,17.49,20.96,24.71,28.55,"32,600","36,380","43,590","51,400","59,380",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2081,"Opticians, Dispensing",detailed,110,37.9,0.882,1.77,15.28,"31,770",4.6,11.41,13.02,15.43,17.48,18.70,"23,730","27,080","32,090","36,360","38,890",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-2099,"Health Technologists and Technicians, All Other",detailed,**,**,**,**,18.32,"38,100",8.4,12.80,13.95,16.23,18.95,29.73,"26,620","29,020","33,760","39,420","61,830",,
MN,2700003,Southwest Minnesota nonmetropolitan area,29-9011,Occupational Health and Safety Specialists,detailed,60,11.8,0.457,0.75,32.21,"67,010",2.6,17.79,27.27,33.18,37.71,43.58,"37,010","56,710","69,010","78,430","90,660",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-0000,Healthcare Support Occupations,major,"5,000",7.1,40.614,1.43,14.88,"30,950",2.0,10.89,12.33,14.09,16.58,19.96,"22,650","25,650","29,300","34,490","41,510",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-1011,Home Health Aides,detailed,"1,650",14.7,13.435,2.44,12.78,"26,570",1.3,10.48,11.35,12.68,14.16,15.16,"21,800","23,610","26,380","29,460","31,540",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-1014,Nursing Assistants,detailed,"2,090",10.0,16.987,1.69,14.20,"29,530",2.6,11.14,12.66,14.07,15.64,17.95,"23,180","26,320","29,270","32,540","37,340",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-2021,Physical Therapist Assistants,detailed,90,19.6,0.714,1.10,24.63,"51,220",3.7,19.45,21.44,24.55,28.16,30.48,"40,460","44,600","51,070","58,580","63,400",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-9011,Massage Therapists,detailed,30,35.2,0.266,0.37,19.80,"41,190",13.0,10.04,10.07,15.58,25.00,41.03,"20,880","20,940","32,400","52,000","85,340",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-9091,Dental Assistants,detailed,300,17.7,2.463,1.05,22.91,"47,650",6.5,19.08,20.34,22.08,23.80,29.93,"39,690","42,310","45,930","49,500","62,240",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-9092,Medical Assistants,detailed,460,38.0,3.726,0.80,16.14,"33,560",2.4,12.05,13.78,15.95,18.54,20.40,"25,060","28,670","33,180","38,560","42,440",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-9094,Medical Transcriptionists,detailed,**,**,**,**,19.11,"39,750",2.0,16.13,17.11,18.75,21.08,23.67,"33,560","35,600","38,990","43,850","49,230",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,80,44.7,0.657,1.06,15.38,"31,990",11.1,11.04,12.95,16.15,18.10,19.43,"22,960","26,930","33,600","37,650","40,420",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-9097,Phlebotomists,detailed,40,12.1,0.357,0.41,16.76,"34,860",2.9,13.18,14.64,16.59,18.42,20.63,"27,410","30,460","34,510","38,310","42,900",,
MN,2700003,Southwest Minnesota nonmetropolitan area,31-9099,"Healthcare Support Workers, All Other",detailed,110,21.0,0.860,1.40,16.23,"33,760",2.7,12.74,14.01,16.08,18.27,20.34,"26,500","29,140","33,460","37,990","42,300",,
MN,2700003,Southwest Minnesota nonmetropolitan area,33-0000,Protective Service Occupations,major,"1,870",13.5,15.224,0.64,19.23,"40,000",5.1,9.71,10.75,16.92,26.19,32.83,"20,190","22,360","35,200","54,470","68,290",,
MN,2700003,Southwest Minnesota nonmetropolitan area,33-1012,First-Line Supervisors of Police and Detectives,detailed,120,25.9,1.012,1.26,33.01,"68,670",3.2,25.00,28.28,33.15,37.98,43.64,"52,000","58,820","68,960","78,990","90,780",,
MN,2700003,Southwest Minnesota nonmetropolitan area,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,30,6.9,0.244,0.45,21.32,"44,350",5.3,13.05,14.61,21.07,25.17,29.80,"27,140","30,400","43,830","52,350","61,970",,
MN,2700003,Southwest Minnesota nonmetropolitan area,33-2011,Firefighters,detailed,640,38.8,5.237,2.36,11.44,"23,790",3.8,9.70,9.71,10.07,11.94,15.43,"20,180","20,190","20,950","24,840","32,090",,
MN,2700003,Southwest Minnesota nonmetropolitan area,33-3012,Correctional Officers and Jailers,detailed,100,9.6,0.841,0.29,23.99,"49,890",4.2,17.44,19.94,23.17,28.55,31.79,"36,280","41,480","48,190","59,380","66,120",,
MN,2700003,Southwest Minnesota nonmetropolitan area,33-3021,Detectives and Criminal Investigators,detailed,50,30.4,0.393,0.55,29.16,"60,650",2.3,22.08,26.03,29.36,32.46,37.14,"45,930","54,140","61,060","67,510","77,250",,
MN,2700003,Southwest Minnesota nonmetropolitan area,33-3051,Police and Sheriff's Patrol Officers,detailed,570,14.6,4.603,1.01,25.51,"53,060",2.2,16.74,20.46,25.36,30.21,35.80,"34,830","42,560","52,750","62,830","74,470",,
MN,2700003,Southwest Minnesota nonmetropolitan area,33-9032,Security Guards,detailed,140,17.8,1.158,0.15,15.04,"31,290",5.8,10.54,11.45,13.40,18.36,22.59,"21,920","23,810","27,880","38,190","46,990",,
